PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,total_price,AGE,AREA_Adyar,AREA_Anna Nagar,AREA_Chrompet,AREA_KK Nagar,AREA_Karapakam,AREA_T Nagar,AREA_Velachery,SALE_COND_AbNormal,SALE_COND_Adj Land,SALE_COND_Family,SALE_COND_Normal Sale,SALE_COND_Partial,PARK_FACIL_No,PARK_FACIL_Yes,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others,UTILITY_AVAIL_All Pub,UTILITY_AVAIL_ELO,UTILITY_AVAIL_NoSeWa,UTILITY_AVAIL_NoSewr ,STREET_Gravel,STREET_No Access,STREET_Paved
P03465,Adyar,878,103,1,1,3,Adj Land,No,Others,ELO,No Access,8919685,28,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
P07869,Chrompet,1057,145,1,1,3,Partial,Yes,Commercial,NoSewr ,Gravel,14178250,24,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
P06191,Karapakam,521,51,1,1,2,Partial,No,Others,ELO,No Access,2253935,24,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
P06424,Karapakam,1457,42,2,2,4,Partial,Yes,House,NoSeWa,Paved,8192976,36,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
P08720,Adyar,1021,42,1,1,3,Normal Sale,Yes,Commercial,ELO,Paved,14866552,22,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
P09751,Velachery,1519,2,2,1,4,Partial,Yes,Commercial,NoSewr ,Paved,13611932,45,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
P04809,Adyar,724,126,1,1,2,AbNormal,Yes,Others,NoSeWa,Paved,6556889,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
P04198,KK Nagar,2004,171,3,2,5,AbNormal,Yes,Commercial,NoSewr ,Paved,18077498,27,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
P01484,Chrompet,734,136,1,1,2,Family,No,Others,All Pub,No Access,6699741,40,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
P02114,T Nagar,1770,176,1,1,4,Normal Sale,Yes,House,ELO,Paved,14377307,13,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
P01861,Chrompet,814,194,1,1,3,Normal Sale,No,House,NoSewr ,Paved,8448836,18,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
P01616,KK Nagar,1486,53,2,1,4,AbNormal,Yes,Commercial,All Pub,Gravel,15276363,24,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
P08588,Chrompet,1215,184,2,1,4,Adj Land,No,House,NoSeWa,Paved,9716717,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
P03987,Adyar,973,4,1,1,3,Partial,No,Commercial,ELO,No Access,11444082,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
P06652,Chrompet,869,200,1,1,3,AbNormal,Yes,Others,All Pub,Paved,9702380,17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
P04760,Karapakam,640,37,1,1,2,Partial,Yes,Others,ELO,Gravel,5214913,41,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
P08964,Chrompet,969,60,1,1,3,Adj Land,No,Commercial,NoSewr ,Gravel,12896691,24,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
P06037,KK Nagar,1609,191,2,1,4,Family,No,House,NoSeWa,Paved,9211093,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
P03710,KK Nagar,1689,44,2,1,4,Normal Sale,Yes,House,All Pub,Paved,11797559,16,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
P08088,KK Nagar,1917,113,3,2,5,Partial,No,Others,NoSewr ,Gravel,12677253,8,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
P00951,Chrompet,1178,90,1,1,3,Family,Yes,Others,NoSewr ,Paved,11034913,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
P05347,Velachery,1530,69,2,1,4,Partial,No,Commercial,All Pub,Paved,11421023,28,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
P09654,Velachery,1622,66,2,1,4,Family,Yes,Others,NoSewr ,Gravel,10681164,25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
P03625,Adyar,1013,153,1,1,3,AbNormal,Yes,Others,NoSeWa,Paved,11310905,19,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
P09497,Chrompet,1244,68,2,1,4,Family,Yes,Commercial,NoSewr ,No Access,15380123,25,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
P02092,Velachery,1840,52,3,2,5,Partial,No,Others,NoSeWa,No Access,8597657,35,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
P06893,T Nagar,1930,13,2,1,5,Normal Sale,No,House,ELO,No Access,12137704,45,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
P06844,Velachery,1942,91,3,2,5,Adj Land,No,House,All Pub,No Access,9305778,25,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
P09874,Velachery,1722,108,2,1,4,Partial,Yes,Others,ELO,Gravel,12007282,48,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
P09537,Adyar,1182,187,1,1,3,AbNormal,Yes,Commercial,NoSeWa,Paved,16050763,29,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
P07101,Adyar,1246,44,2,2,4,AbNormal,Yes,Commercial,NoSeWa,Paved,14897593,14,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
P00196,Chrompet,925,93,1,1,3,Partial,Yes,House,NoSeWa,Paved,8747820,20,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
P03825,Karapakam,1434,166,2,2,4,Family,No,House,All Pub,Paved,7372418,37,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
P06460,Chrompet,1081,115,1,1,3,Family,No,House,NoSeWa,Gravel,9284287,40,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
P00443,Chrompet,794,148,1,1,2,Normal Sale,Yes,Others,All Pub,No Access,9037577,25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
P01982,Adyar,685,83,1,1,2,Partial,No,Others,NoSeWa,Paved,6336099,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
P02367,KK Nagar,2025,3,3,2,5,Adj Land,No,Commercial,NoSewr ,Gravel,18615644,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
P06650,Velachery,1581,161,2,1,4,AbNormal,Yes,Others,NoSewr ,Paved,8647344,38,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
P07676,KK Nagar,1731,191,2,1,4,Normal Sale,No,House,NoSeWa,Gravel,10810098,23,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
P06035,Karapakam,1243,51,1,1,3,AbNormal,Yes,Commercial,NoSewr ,No Access,10251536,24,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
P08230,Chrompet,1184,197,1,1,3,Adj Land,Yes,House,All Pub,Gravel,10307755,40,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
P09170,Velachery,1704,66,2,1,4,Adj Land,No,House,ELO,Paved,8225552,27,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
P08582,Adyar,961,178,1,1,3,Family,Yes,Others,ELO,No Access,8178567,22,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
P03074,Karapakam,610,108,1,1,2,Normal Sale,No,Commercial,NoSewr ,No Access,5642050,21,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
P06727,Adyar,640,77,1,1,2,Partial,No,Commercial,All Pub,No Access,6710088,14,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
P04332,Karapakam,1650,140,2,2,4,Adj Land,No,Commercial,ELO,Gravel,12144026,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
P05573,Adyar,734,134,1,1,2,Family,No,Others,ELO,Gravel,5777643,26,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
P02644,Chrompet,717,171,1,1,2,AbNormal,Yes,Commercial,NoSewr ,No Access,9962148,14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
P06582,Karapakam,1419,185,2,2,4,Partial,No,House,ELO,Paved,8283161,33,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
P05700,KK Nagar,2055,158,3,2,5,Normal Sale,Yes,House,NoSewr ,Paved,12172827,11,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
P08924,Chrompet,1010,23,1,1,3,Partial,Yes,Others,All Pub,No Access,9199291,27,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
P01254,Chrompet,1011,14,1,1,3,Normal Sale,No,Commercial,NoSewr ,Paved,11679420,27,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
P07550,Anna Nagar,1806,68,2,1,5,Normal Sale,Yes,Commercial,All Pub,No Access,20657351,32,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
P03845,Adyar,1225,15,2,2,4,Adj Land,No,Others,All Pub,Paved,8678894,20,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
P01783,Adyar,1252,177,2,2,4,Family,Yes,House,NoSeWa,Paved,9913310,40,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
P09881,Velachery,1913,143,3,2,5,Partial,Yes,Commercial,All Pub,No Access,16625553,36,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
P07640,Velachery,1729,17,2,1,4,Normal Sale,Yes,Others,All Pub,Gravel,11636761,33,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
P02679,T Nagar,1717,49,1,1,4,Adj Land,Yes,Others,All Pub,Paved,14635728,15,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
P06040,Karapakam,1091,49,1,1,3,Normal Sale,Yes,House,ELO,Paved,7091942,12,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
P03458,KK Nagar,1629,111,2,1,4,Normal Sale,Yes,Commercial,All Pub,Paved,16231588,11,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
P04485,KK Nagar,1724,107,2,1,4,Normal Sale,Yes,Commercial,NoSewr ,Paved,15441281,14,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
P01674,Chrompet,1198,29,1,1,3,Adj Land,No,House,All Pub,Gravel,9554873,19,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
P03182,Karapakam,1329,109,1,1,3,AbNormal,No,Others,ELO,No Access,4575963,49,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
P05005,Karapakam,979,27,1,1,3,Normal Sale,Yes,House,NoSewr ,Paved,8346676,42,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
P01542,Velachery,1749,154,2,1,4,Family,No,Commercial,ELO,Paved,13110082,41,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
P02172,Karapakam,1446,79,2,2,4,Partial,No,Commercial,All Pub,Paved,11781018,30,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
P06886,Chrompet,1034,85,1,1,3,Normal Sale,No,House,All Pub,Paved,9452154,14,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
P09551,T Nagar,1722,166,1,1,4,AbNormal,No,House,NoSewr ,Gravel,12536281,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
P04119,Anna Nagar,1978,121,2,1,5,Normal Sale,No,Others,NoSewr ,No Access,13884998,16,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
P06793,Velachery,1529,184,2,1,4,AbNormal,Yes,Commercial,NoSeWa,No Access,11697461,38,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
P08018,Chrompet,1074,72,1,1,3,Adj Land,Yes,Commercial,All Pub,Paved,13663875,33,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
P08031,KK Nagar,2341,192,4,2,6,Normal Sale,No,Commercial,NoSeWa,Gravel,19587816,16,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
P03138,Chrompet,1229,10,2,1,4,Family,No,Commercial,All Pub,Paved,13905730,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
P09395,Chrompet,1215,177,2,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,11075053,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
P07445,Anna Nagar,1648,145,1,1,4,AbNormal,No,Others,NoSewr ,Gravel,14174774,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
P01043,T Nagar,1795,51,1,1,4,Family,No,Others,All Pub,Paved,14401076,33,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
P05712,Velachery,1889,49,3,2,5,Partial,No,Commercial,NoSewr ,No Access,15593824,29,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
P01582,KK Nagar,1527,171,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,10814916,16,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
P00253,Chrompet,951,96,1,1,3,Normal Sale,No,Commercial,NoSeWa,No Access,10372157,34,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
P01122,T Nagar,1993,62,2,1,5,Family,Yes,House,NoSeWa,Paved,14219175,12,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
P06512,Adyar,1094,1,1,1,3,Family,Yes,Others,ELO,No Access,8025165,27,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
P00651,T Nagar,1796,100,1,1,4,Family,Yes,House,NoSewr ,No Access,13485827,33,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
P00530,Chrompet,946,45,1,1,3,Partial,No,House,All Pub,Paved,8117240,21,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
P01671,Velachery,1697,26,2,1,4,Normal Sale,No,Others,All Pub,Gravel,10046285,55,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
P04229,Anna Nagar,1813,186,2,1,5,Partial,No,Others,NoSeWa,Paved,12647138,40,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
P07634,KK Nagar,1656,55,2,1,4,Normal Sale,Yes,House,NoSewr ,Gravel,12211562,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
P09074,Chrompet,1155,42,1,1,3,Partial,Yes,House,All Pub,No Access,10192844,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
P08244,Chrompet,768,9,1,1,2,Partial,No,Others,NoSewr ,No Access,6865579,31,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
P02030,Velachery,1818,125,3,2,5,Family,Yes,Others,NoSeWa,No Access,9043436,47,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
P08793,Adyar,1199,190,1,1,3,AbNormal,No,Others,ELO,Gravel,10297148,20,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
P00856,Anna Nagar,1658,157,1,1,4,Partial,No,Commercial,ELO,No Access,18486044,42,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
P02565,KK Nagar,2034,18,3,2,5,Normal Sale,Yes,House,All Pub,Gravel,13579981,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
P08835,Anna Nagar,1899,49,2,1,5,Partial,Yes,House,ELO,No Access,13149303,29,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
P07622,KK Nagar,1621,93,2,1,4,Adj Land,Yes,Commercial,NoSewr ,Gravel,16926764,13,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
P05698,Velachery,1660,107,2,1,4,Family,Yes,Others,NoSeWa,Paved,9721331,11,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
P05425,Karapakam,1037,130,1,1,3,AbNormal,Yes,Commercial,All Pub,Gravel,8543569,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
P00221,Chrompet,868,171,1,1,3,Family,No,Others,NoSeWa,No Access,7854625,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
P04697,Karapakam,783,174,1,1,2,Partial,Yes,House,All Pub,Paved,7492346,47,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
P08947,Velachery,1642,87,2,1,4,Adj Land,No,Commercial,NoSeWa,Gravel,16061409,28,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
P07330,Anna Nagar,1618,158,1,1,4,Normal Sale,Yes,House,NoSeWa,No Access,11415680,28,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
P09687,Velachery,1645,186,2,1,4,AbNormal,No,House,NoSewr ,Gravel,9686789,44,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
P02048,Karapakam,1150,103,1,1,3,Family,No,Others,NoSewr ,No Access,5375664,20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
P01813,KK Nagar,2186,18,3,2,5,AbNormal,Yes,Others,All Pub,Gravel,14764454,15,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
P09904,Velachery,1911,162,3,2,5,Family,No,Commercial,NoSeWa,Gravel,16285393,53,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
P09531,Chrompet,1058,19,1,1,3,Partial,Yes,House,NoSeWa,No Access,7900295,35,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
P00133,T Nagar,1720,80,1,1,4,Family,Yes,House,All Pub,No Access,12620418,33,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
P07049,KK Nagar,1719,96,2,1,4,Partial,Yes,House,NoSeWa,Paved,11057919,10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
P01384,Chrompet,1191,102,1,1,3,Partial,Yes,Commercial,All Pub,Paved,13782979,40,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
P09418,Anna Nagar,1903,183,2,1,5,Family,No,Others,NoSewr ,No Access,13837968,27,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
P08612,Chrompet,1039,28,1,1,3,AbNormal,Yes,House,All Pub,No Access,9032243,26,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
P03959,Adyar,816,21,1,1,3,AbNormal,No,House,ELO,Gravel,5989214,13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
P02920,Adyar,931,195,1,1,3,Family,No,Commercial,ELO,No Access,11020882,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
P07850,KK Nagar,2062,157,3,2,5,Normal Sale,Yes,House,All Pub,Paved,11562480,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
P03846,Velachery,1894,14,3,2,5,Family,Yes,Commercial,NoSewr ,No Access,14308612,26,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
P06067,Karapakam,1474,144,2,2,4,Family,No,Others,NoSewr ,Gravel,8013223,25,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
P04141,Karapakam,968,186,1,1,3,Partial,No,House,NoSeWa,No Access,6143259,12,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
P08318,T Nagar,1827,73,2,1,5,Normal Sale,No,House,NoSeWa,Paved,13921614,14,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
P00653,Chrompet,709,48,1,1,2,Normal Sale,No,House,NoSewr ,Paved,8037243,15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
P01024,Anna Nagar,1983,73,2,1,5,AbNormal,Yes,Others,NoSewr ,Paved,15245971,29,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
P08251,KK Nagar,1464,67,2,1,4,Partial,No,Commercial,All Pub,Paved,12562104,13,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
P06049,Adyar,1290,108,2,2,4,Adj Land,No,Others,All Pub,Paved,8895975,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
P03065,Karapakam,558,129,1,1,2,Family,Yes,Commercial,ELO,Gravel,8311066,42,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
P02344,KK Nagar,1863,175,3,2,5,Adj Land,No,Others,All Pub,Paved,12531771,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
P08604,Adyar,1199,39,1,1,3,AbNormal,Yes,Commercial,All Pub,No Access,13122104,31,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
P08617,T Nagar,1631,35,1,1,4,Normal Sale,Yes,Commercial,All Pub,Gravel,20045497,40,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
P09791,Velachery,1576,169,2,1,4,Family,Yes,Others,NoSewr ,No Access,8119396,24,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
P01017,Chrompet,1148,82,1,1,3,AbNormal,Yes,Others,ELO,Gravel,11573124,28,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
P00518,T Nagar,1808,154,2,1,5,Family,No,House,NoSewr ,Gravel,13357604,17,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
P01028,T Nagar,1877,131,2,1,5,AbNormal,No,House,All Pub,Gravel,14294780,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
P06020,Velachery,1760,108,2,1,4,Adj Land,Yes,Others,NoSeWa,Paved,13209674,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
P02293,Chrompet,966,163,1,1,3,Partial,No,Commercial,NoSewr ,Paved,10887403,36,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
P02062,Karapakam,979,85,1,1,3,Adj Land,Yes,Others,NoSeWa,Gravel,8217358,40,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
P07508,Chrompet,1044,166,1,1,3,Family,No,House,All Pub,Paved,8974016,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
P06092,Adyar,1180,69,1,1,3,Family,No,Commercial,All Pub,Paved,14690287,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
P00706,Chrompet,1095,79,1,1,3,Partial,Yes,Others,NoSewr ,Gravel,10669084,34,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
P08990,Chrompet,1202,149,2,1,4,Adj Land,No,Others,All Pub,No Access,10793953,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
P07075,Adyar,691,77,1,1,2,Normal Sale,Yes,Commercial,ELO,Gravel,10496342,27,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
P04428,Karapakam,1313,35,1,1,3,AbNormal,No,Commercial,ELO,No Access,11145024,24,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
P08710,Adyar,625,168,1,1,2,Adj Land,No,Commercial,ELO,Paved,9132360,40,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
P07846,KK Nagar,1933,186,3,2,5,Partial,No,Commercial,NoSeWa,Gravel,16299640,22,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
P06073,Karapakam,681,198,1,1,2,Family,Yes,House,All Pub,No Access,6820836,43,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
